,Source,Target,Weight,Syn
3038,SMBVR,RMGR,3,chemical
3039,SMBVR,AVHL,2,chemical
3040,SMBVR,PVR,2,chemical
3041,SMBVR,RMDL,2,chemical
3042,SMBVR,RMDR,3,chemical
3043,SMBVR,RMEV,8,chemical
3044,SMBVR,SAADR,12,chemical
3045,SMBVR,SIAVR,1,chemical
3046,SMBVR,SMBDR,2,chemical
3047,SMDDL,RIAL,9,chemical
3048,SMDDL,RIAR,14,chemical
3049,SMDDL,RIS,2,chemical
3050,SMDDL,AVEL,1,chemical
3051,SMDDL,AVER,1,chemical
3052,SMDDL,RIML,2,chemical
3053,SMDDL,RIMR,1,chemical
3054,SMDDL,RMDL,3,chemical
3055,SMDDL,RMDR,1,chemical
3056,SMDDL,RMED,7,chemical
3057,SMDDL,RMEV,1,chemical
3058,SMDDL,RIVR,1,chemical
3059,SMDDL,SAAVR,1,chemical
3060,SMDDL,SIADL,14,chemical
3061,SMDDL,SIBDL,14,chemical
3062,SMDDL,SIBVL,2,chemical
3063,SMDDL,SMBDL,3,chemical
3064,SMDDL,SMDDR,1,chemical
3065,SMDDL,SMDVR,17,chemical
3066,SMDDR,ALNL,1,chemical
3067,SMDDR,ALNR,2,chemical
3068,SMDDR,AIZR,2,chemical
3069,SMDDR,RIAL,5,chemical
3070,SMDDR,RIAR,3,chemical
3071,SMDDR,RIBL,1,chemical
3072,SMDDR,RIS,3,chemical
3073,SMDDR,AVER,1,chemical
3074,SMDDR,RIMR,3,chemical
3075,SMDDR,RMDR,1,chemical
3076,SMDDR,RMED,5,chemical
3077,SMDDR,RIVL,1,chemical
3078,SMDDR,SIADR,14,chemical
3079,SMDDR,SIBDR,14,chemical
3080,SMDDR,SIBVR,3,chemical
3081,SMDDR,SMBDR,3,chemical
3082,SMDDR,SMDDL,4,chemical
3083,SMDDR,SMDVL,5,chemical
3084,SMDVL,IL2L,1,chemical
3085,SMDVL,CEPVR,1,chemical
3086,SMDVL,ALNL,2,chemical
3087,SMDVL,ALNR,6,chemical
3088,SMDVL,PLNL,6,chemical
3089,SMDVL,RIAL,19,chemical
3090,SMDVL,RIAR,31,chemical
3091,SMDVL,RIBR,1,chemical
3092,SMDVL,PVR,1,chemical
3093,SMDVL,RMDDR,3,chemical
3094,SMDVL,RMEV,1,chemical
3095,SMDVL,RIVL,6,chemical
3096,SMDVL,SIADR,1,chemical
3097,SMDVL,SIAVR,30,chemical
3098,SMDVL,SIBVL,30,chemical
3099,SMDVL,SMDDR,22,chemical
3100,SMDVL,SMDVR,2,chemical
3101,SMDVR,CEPVL,1,chemical
3102,SMDVR,PLNL,6,chemical
3103,SMDVR,AIBR,1,chemical
3104,SMDVR,RIAL,24,chemical
3105,SMDVR,RIAR,16,chemical
3106,SMDVR,AVAR,1,chemical
3107,SMDVR,AVER,1,chemical
3108,SMDVR,RIML,1,chemical
3109,SMDVR,RMDDL,3,chemical
3110,SMDVR,RMED,9,chemical
3111,SMDVR,RIVR,1,chemical
3112,SMDVR,SIAVL,30,chemical
3113,SMDVR,SIBDR,30,chemical
3114,SMDVR,SMDDL,14,chemical
3115,SMDVR,SMDVL,1,chemical
3116,SMDVR,VB01,1,chemical
3117,DA01,FLPR,2,chemical
3118,DA01,DB01,1,chemical
3119,DA01,AS01,13,chemical
3120,DA01,DD01,12,chemical
3121,DA01,VD02,4,chemical
3122,DA02,DA03,1,chemical
3123,DA02,DB01,1,chemical
3124,DA02,AS02,1,chemical
3125,DA02,DD01,7,chemical
3126,DA02,VD02,17,chemical
3127,DA02,VD03,11,chemical
3128,DA03,DA04,2,chemical
3129,DA03,DB03,2,chemical
3130,DA03,AS04,2,chemical
3131,DA03,DD02,3,chemical
3132,DA03,VD03,43,chemical
3133,DA03,VD04,13,chemical
3134,DA04,DB02,2,chemical
3135,DA04,DD02,4,chemical
3136,DA04,VD04,11,chemical
3137,DA04,VD05,21,chemical
3138,DA05,DA04,1,chemical
3139,DA05,DB04,1,chemical
3140,DA05,DD03,12,chemical
3141,DA05,VD05,1,chemical
3142,DA05,VD06,22,chemical
3143,DA06,DA05,1,chemical
3144,DA06,DB05,1,chemical
3145,DA06,DD03,7,chemical
3146,DA06,VD04,3,chemical
3147,DA06,VD05,3,chemical
3148,DA06,VD06,13,chemical
3149,DA06,VD07,13,chemical
3150,DA07,DA06,1,chemical
3151,DA07,DB06,1,chemical
3152,DA07,DD04,3,chemical
3153,DA07,VD07,10,chemical
3154,DA07,VD08,12,chemical
3155,DA07,VD09,10,chemical
3156,DA08,DA07,1,chemical
3157,DA08,DB07,1,chemical
3158,DA08,DD04,4,chemical
3159,DA08,DD05,4,chemical
3160,DA08,VD08,5,chemical
3161,DA08,VD09,5,chemical
3162,DA08,VD10,7,chemical
3163,DA08,VD11,5,chemical
3164,DA08,VD12,5,chemical
3165,DA08,VD13,5,chemical
3166,DA09,DVA,1,chemical
3167,DA09,DA08,1,chemical
3168,DA09,DB07,1,chemical
3169,DA09,AS11,1,chemical
3170,DA09,DD06,4,chemical
3171,DA09,VA12,1,chemical
3172,DA09,VD09,5,chemical
3173,DA09,VD10,5,chemical
3174,DA09,VD11,11,chemical
3175,DA09,VD12,11,chemical
3176,DA09,VD13,1,chemical
3177,PDA,PVNR,1,chemical
3178,PDA,DA09,1,chemical
3179,PDA,DD06,3,chemical
3180,PDA,VD11,10,chemical
3181,PDA,VD12,12,chemical
3182,PDA,VD13,10,chemical
3183,DB01,FLPR,1,chemical
3184,DB01,RID,1,chemical
3185,DB01,DA01,16,chemical
3186,DB01,DA02,2,chemical
3187,DB01,AS01,28,chemical
3188,DB01,AS02,4,chemical
3189,DB01,DD01,31,chemical
3190,DB01,VD02,24,chemical
3191,DB01,VD03,2,chemical
3192,DB02,DA02,3,chemical
3193,DB02,DA03,12,chemical
3194,DB02,DA04,1,chemical
3195,DB02,AS03,3,chemical
3196,DB02,AS04,2,chemical
3197,DB02,DD01,3,chemical
3198,DB02,DD02,16,chemical
3199,DB02,VD03,33,chemical
3200,DB02,VD04,15,chemical
3201,DB03,DA04,4,chemical
3202,DB03,DA05,1,chemical
3203,DB03,AS04,2,chemical
3204,DB03,AS05,1,chemical
3205,DB03,DD02,3,chemical
3206,DB03,DD03,14,chemical
3207,DB03,DD05,14,chemical
3208,DB03,VD04,9,chemical
3209,DB03,VD05,24,chemical
3210,DB03,VD06,4,chemical
3211,DB04,DA05,3,chemical
3212,DB04,AS06,2,chemical
3213,DB04,DD03,9,chemical
3214,DB04,DD04,2,chemical
3215,DB04,DD05,9,chemical
3216,DB04,DD06,2,chemical
3217,DB04,VD06,14,chemical
3218,DB05,DA06,3,chemical
3219,DB05,DA07,12,chemical
3220,DB05,DA08,1,chemical
3221,DB05,AS07,3,chemical
3222,DB05,AS08,2,chemical
3223,DB05,VD04,3,chemical
3224,DB05,VD05,3,chemical
3225,DB05,VD06,13,chemical
3226,DB05,VD07,13,chemical
3227,DB06,DA08,4,chemical
3228,DB06,DA09,1,chemical
3229,DB06,AS08,2,chemical
3230,DB06,AS09,1,chemical
3231,DB06,VD07,10,chemical
3232,DB06,VD08,12,chemical
3233,DB06,VD09,10,chemical
3234,DB07,DA09,3,chemical
3235,DB07,AS10,2,chemical
3236,DB07,AS11,2,chemical
3237,DB07,VD08,5,chemical
3238,DB07,VD09,5,chemical
3239,DB07,VD10,7,chemical
3240,DB07,VD11,5,chemical
3241,DB07,VD12,5,chemical
3242,DB07,VD13,5,chemical
3243,AS01,DA01,8,chemical
3244,AS01,DB01,3,chemical
3245,AS01,AS01,3,chemical
3246,AS01,DD01,2,chemical
3247,AS01,VD01,20,chemical
3248,AS02,RID,2,chemical
3249,AS02,DB01,1,chemical
3250,AS02,DD01,3,chemical
3251,AS02,VD02,21,chemical
3252,AS03,DA03,1,chemical
3253,AS03,VD03,23,chemical
3254,AS04,DA03,2,chemical
3255,AS04,DB02,2,chemical
3256,AS04,DD01,2,chemical
3257,AS04,DD02,4,chemical
3258,AS04,VD04,21,chemical
3259,AS05,AS05,3,chemical
3260,AS05,VD05,12,chemical
3261,AS06,DA05,1,chemical
3262,AS06,DB04,1,chemical
3263,AS06,VD06,20,chemical
3264,AS07,VD07,20,chemical
3265,AS08,VD08,20,chemical
3266,AS09,VD09,20,chemical
3267,AS10,VD10,10,chemical
3268,AS10,VD11,10,chemical
3269,AS11,DD06,6,chemical
3270,AS11,VD12,20,chemical
3271,AS11,VD13,4,chemical
3272,PDB,DD06,2,chemical
3273,PDB,VD12,10,chemical
3274,PDB,VD13,10,chemical
3275,DD01,DA02,3,chemical
3276,DD01,VB02,1,chemical
3277,DD01,VD02,1,chemical
3278,DD02,DA03,2,chemical
3279,DD02,VD03,1,chemical
3280,DD02,VD04,1,chemical
3281,DD03,DA05,1,chemical
3282,VA01,DA02,1,chemical
3283,VA01,DD01,12,chemical
3284,VA01,VD01,3,chemical
3285,VA02,AVAL,1,chemical
3286,VA02,SAAVL,1,chemical
3287,VA02,DD01,20,chemical
3288,VA02,VA01,2,chemical
3289,VA02,VA03,2,chemical
3290,VA02,VB01,1,chemical
3291,VA02,VB02,1,chemical
3292,VA02,VD01,1,chemical
3293,VA02,VD02,27,chemical
3294,VA03,DD01,18,chemical
3295,VA03,DD02,10,chemical
3296,VA03,VA04,2,chemical
3297,VA03,VB02,1,chemical
3298,VA03,VB03,3,chemical
3299,VA03,VD02,3,chemical
3300,VA03,VD03,11,chemical
3301,VA04,AVAR,1,chemical
3302,VA04,AVDL,1,chemical
3303,VA04,AVER,1,chemical
3304,VA04,DD02,17,chemical
3305,VA04,VB03,8,chemical
3306,VA04,VB04,1,chemical
3307,VA04,VD04,8,chemical
3308,VA05,DD02,6,chemical
3309,VA05,DD03,17,chemical
3310,VA05,VA06,2,chemical
3311,VA05,VB04,1,chemical
3312,VA05,VD05,9,chemical
3313,VA06,AVAR,1,chemical
3314,VA06,AS01,13,chemical
3315,VA06,AS02,1,chemical
3316,VA06,DD03,21,chemical
3317,VA06,VA05,2,chemical
3318,VA06,VB04,1,chemical
3319,VA06,VB05,7,chemical
3320,VA06,VD05,3,chemical
3321,VA06,VD06,6,chemical
3322,VA07,AS01,1,chemical
3323,VA07,AS02,10,chemical
3324,VA07,AS03,3,chemical
3325,VA07,DD03,3,chemical
3326,VA07,DD04,17,chemical
3327,VA07,VB06,1,chemical
3328,VA07,VD06,2,chemical
3329,VA07,VD07,13,chemical
3330,VA08,AS02,1,chemical
3331,VA08,AS03,4,chemical
3332,VA08,AS04,11,chemical
3333,VA08,AS05,3,chemical
3334,VA08,DD04,9,chemical
3335,VA08,DD05,9,chemical
3336,VA08,VB06,1,chemical
3337,VA08,VD07,2,chemical
3338,VA08,VD08,3,chemical
3339,VA08,VD09,3,chemical
3340,VA09,AS06,5,chemical
3341,VA09,AS07,3,chemical
3342,VA09,DD04,6,chemical
3343,VA09,DD05,6,chemical
3344,VA09,DD06,6,chemical
3345,VA09,VB07,1,chemical
3346,VA09,VB08,1,chemical
3347,VA09,VD09,2,chemical
3348,VA09,VD10,3,chemical
3349,VA09,VD11,3,chemical
3350,VA10,AS06,3,chemical
3351,VA10,AS07,6,chemical
3352,VA10,DD05,9,chemical
3353,VA10,DD06,9,chemical
3354,VA10,VB08,1,chemical
3355,VA10,VB09,1,chemical
3356,VA10,VD10,2,chemical
3357,VA10,VD11,3,chemical
3358,VA10,VD12,3,chemical
3359,VA11,PVNR,1,chemical
3360,VA11,AS07,2,chemical
3361,VA11,AS08,10,chemical
3362,VA11,AS09,1,chemical
3363,VA11,DD06,19,chemical
3364,VA11,VB10,6,chemical
3365,VA11,VD11,5,chemical
3366,VA11,VD12,3,chemical
3367,VA12,PHCR,1,chemical
3368,VA12,PVCL,3,chemical
3369,VA12,PVCR,4,chemical
3370,VA12,AVAL,3,chemical
3371,VA12,LUAL,2,chemical
3372,VA12,DA08,9,chemical
3373,VA12,DA09,17,chemical
3374,VA12,DB07,10,chemical
3375,VA12,AS08,2,chemical
3376,VA12,AS09,8,chemical
3377,VA12,AS10,6,chemical
3378,VA12,AS11,6,chemical
3379,VA12,DD06,2,chemical
3380,VA12,VA11,4,chemical
3381,VA12,VB11,4,chemical
3382,VA12,VD12,7,chemical
3383,VA12,VD13,12,chemical
3384,VB01,AIBR,2,chemical
3385,VB01,ADAL,5,chemical
3386,VB01,RMFL,10,chemical
3387,VB01,RIML,10,chemical
3388,VB01,SAADL,18,chemical
3389,VB01,SMBVL,3,chemical
3390,VB01,DD01,1,chemical
3391,VB01,VA01,7,chemical
3392,VB01,VA02,2,chemical
3393,VB01,VA03,2,chemical
3394,VB01,VA04,2,chemical
3395,VB01,VD01,4,chemical
3396,VB01,VD02,2,chemical
3397,VB02,AVEL,1,chemical
3398,VB02,DD01,30,chemical
3399,VB02,DD02,1,chemical
3400,VB02,VA02,5,chemical
3401,VB02,VA03,11,chemical
3402,VB02,VD02,14,chemical
3403,VB02,VD03,4,chemical
3404,VB02,VC02,1,chemical
3405,VB03,DD02,36,chemical
3406,VB03,VA04,10,chemical
3407,VB03,VA05,1,chemical
3408,VB03,VD03,4,chemical
3409,VB03,VD04,6,chemical
3410,VB04,AVG,1,chemical
3411,VB04,DD02,7,chemical
3412,VB04,DD03,13,chemical
3413,VB04,VA04,1,chemical
3414,VB04,VA05,1,chemical
3415,VB04,VD04,1,chemical
3416,VB04,VD05,3,chemical
3417,VB05,DD03,34,chemical
3418,VB05,VA06,2,chemical
3419,VB05,VD06,10,chemical
3420,VB06,PVNR,1,chemical
3421,VB06,DD04,32,chemical
3422,VB06,VA07,3,chemical
3423,VB06,VA08,2,chemical
3424,VB06,VD06,1,chemical
3425,VB06,VD07,22,chemical
3426,VB07,DD05,29,chemical
3427,VB07,VA09,1,chemical
3428,VB07,VA10,1,chemical
3429,VB07,VD08,5,chemical
3430,VB07,VD09,6,chemical
3431,VB08,DD05,10,chemical
3432,VB08,DD06,19,chemical
3433,VB08,VA11,2,chemical
3434,VB08,VD09,5,chemical
3435,VB08,VD10,6,chemical
3436,VB09,DD05,10,chemical
3437,VB09,DD06,19,chemical
3438,VB09,VA11,2,chemical
3439,VB09,VD10,5,chemical
3440,VB09,VD11,6,chemical
3441,VB10,PVT,1,chemical
3442,VB10,DD06,19,chemical
3443,VB10,VA11,3,chemical
3444,VB10,VD11,7,chemical
3445,VB10,VD12,6,chemical
3446,VB11,PVWL,1,chemical
3447,VB11,PVWR,1,chemical
3448,VB11,PVCR,1,chemical
3449,VB11,DD06,19,chemical
3450,VB11,VA12,5,chemical
3451,VB11,VD12,2,chemical
3452,VB11,VD13,22,chemical
3453,VD01,SAAVL,1,chemical
3454,VD01,DD01,2,chemical
3455,VD01,VA01,8,chemical
3456,VD01,VB01,5,chemical
3457,VD02,AVEL,1,chemical
3458,VD02,AS01,1,chemical
3459,VD02,DD01,1,chemical
3460,VD02,VA02,12,chemical
3461,VD02,VB02,4,chemical
3462,VD03,DD01,6,chemical
3463,VD03,VA03,4,chemical
3464,VD03,VB02,2,chemical
3465,VD03,VB03,1,chemical
3466,VD04,VA04,1,chemical
3467,VD04,VB03,2,chemical
3468,VD05,AVAR,1,chemical
3469,VD05,SAAVL,1,chemical
3470,VD05,VA05,2,chemical
3471,VD05,VA06,1,chemical
3472,VD05,VB01,1,chemical
3473,VD05,VB04,2,chemical
3474,VD06,PVNR,1,chemical
3475,VD06,AVAL,1,chemical
3476,VD06,VA06,3,chemical
3477,VD06,VB05,1,chemical
3478,VD07,VA07,2,chemical
3479,VD07,VB06,2,chemical
3480,VD07,VB07,1,chemical
3481,VD08,VA08,2,chemical
3482,VD08,VA09,1,chemical
3483,VD08,VB07,2,chemical
3484,VD09,VA09,3,chemical
3485,VD09,VB08,2,chemical
3486,VD10,VA10,2,chemical
3487,VD10,VB09,1,chemical
3488,VD11,PVT,1,chemical
3489,VD11,AVAR,2,chemical
3490,VD11,DD06,2,chemical
3491,VD11,VA11,2,chemical
3492,VD11,VB10,1,chemical
3493,VD12,DD06,2,chemical
3494,VD12,VA11,3,chemical
3495,VD12,VA12,13,chemical
3496,VD12,VB11,1,chemical
3497,VD13,PVWL,1,chemical
3498,VD13,PVCR,1,chemical
3499,VD13,AVAR,2,chemical
3500,VD13,DD06,3,chemical
3501,VD13,VA12,11,chemical
3502,VD13,VD12,1,chemical
3503,HSNL,ADLL,1,chemical
3504,HSNL,ADLR,1,chemical
3505,HSNL,ASHL,3,chemical
3506,HSNL,ASHR,1,chemical
3507,HSNL,ASJR,2,chemical
3508,HSNL,ASKL,3,chemical
3509,HSNL,ASKR,2,chemical
3510,HSNL,AWAR,3,chemical
3511,HSNL,AWBL,5,chemical
3512,HSNL,AWBR,3,chemical
3513,HSNL,AIAL,8,chemical
3514,HSNL,AIZL,6,chemical
3515,HSNL,AIZR,3,chemical
3516,HSNL,AIMR,2,chemical
3517,HSNL,RIFL,9,chemical
3518,HSNL,RIR,3,chemical
3519,HSNL,RMGR,1,chemical
3520,HSNL,AVFL,11,chemical
3521,HSNL,AVFR,4,chemical
3522,HSNL,AVJL,3,chemical
3523,HSNL,PVQL,1,chemical
3524,HSNL,RIML,4,chemical
3525,HSNL,HSNL,1,chemical
3526,HSNL,HSNR,5,chemical
3527,HSNL,VC05,9,chemical
3528,HSNR,ASHL,4,chemical
3529,HSNR,AWBL,2,chemical
3530,HSNR,BDUR,2,chemical
3531,HSNR,AIAL,3,chemical
3532,HSNR,AIBL,2,chemical
3533,HSNR,AIZL,3,chemical
3534,HSNR,AIZR,1,chemical
3535,HSNR,RIFR,6,chemical
3536,HSNR,RMGR,1,chemical
3537,HSNR,AVFL,4,chemical
3538,HSNR,AVFR,2,chemical
3539,HSNR,AVHL,2,chemical
3540,HSNR,AVHR,2,chemical
3541,HSNR,AVJL,3,chemical
3542,HSNR,PVNR,2,chemical
3543,HSNR,PVPR,1,chemical
3544,HSNR,PVQR,1,chemical
3545,HSNR,PVT,1,chemical
3546,HSNR,AVBR,1,chemical
3547,HSNR,AVDR,1,chemical
3548,HSNR,AVER,1,chemical
3549,HSNR,RIML,1,chemical
3550,HSNR,RIMR,1,chemical
3551,HSNR,RMDDR,1,chemical
3552,HSNR,SABD,1,chemical
3553,HSNR,SABVR,1,chemical
3554,HSNR,DA05,2,chemical
3555,HSNR,DA06,1,chemical
3556,HSNR,AS05,2,chemical
3557,HSNR,VA06,2,chemical
3558,HSNR,HSNL,1,chemical
3559,HSNR,VC02,6,chemical
3560,HSNR,VC03,1,chemical
3561,HSNR,VC04,1,chemical
3562,HSNR,VC05,2,chemical
3563,VC01,AVFL,1,chemical
3564,VC01,AVL,2,chemical
3565,VC01,DVC,1,chemical
3566,VC01,PVPR,1,chemical
3567,VC01,PVT,4,chemical
3568,VC01,DD01,6,chemical
3569,VC01,DD02,8,chemical
3570,VC01,DD03,8,chemical
3571,VC01,VD01,5,chemical
3572,VC01,VD02,1,chemical
3573,VC01,VD03,2,chemical
3574,VC01,VD04,4,chemical
3575,VC01,VD05,4,chemical
3576,VC01,VD06,1,chemical
3577,VC01,VC02,4,chemical
3578,VC01,VC03,2,chemical
3579,VC02,DVC,3,chemical
3580,VC02,PVPR,1,chemical
3581,VC02,PVQR,1,chemical
3582,VC02,PVT,6,chemical
3583,VC02,PVCL,1,chemical
3584,VC02,DB04,1,chemical
3585,VC02,DD01,6,chemical
3586,VC02,DD02,4,chemical
3587,VC02,DD03,8,chemical
3588,VC02,VD01,2,chemical
3589,VC02,VD02,3,chemical
3590,VC02,VD04,6,chemical
3591,VC02,VD05,4,chemical
3592,VC02,VD06,2,chemical
3593,VC02,VC01,3,chemical
3594,VC02,VC03,4,chemical
3595,VC03,AVJL,1,chemical
3596,VC03,AVL,1,chemical
3597,VC03,PVNR,1,chemical
3598,VC03,PVPR,2,chemical
3599,VC03,PVQR,2,chemical
3600,VC03,PVT,5,chemical
3601,VC03,AVBL,1,chemical
3602,VC03,SABVL,1,chemical
3603,VC03,DD01,1,chemical
3604,VC03,DD02,3,chemical
3605,VC03,DD03,5,chemical
3606,VC03,VB02,1,chemical
3607,VC03,VB04,1,chemical
3608,VC03,VD01,2,chemical
3609,VC03,VD02,1,chemical
3610,VC03,VD03,2,chemical
3611,VC03,VD04,3,chemical
3612,VC03,VD05,3,chemical
3613,VC03,VD06,5,chemical
3614,VC03,VD07,8,chemical
3615,VC03,HSNR,1,chemical
3616,VC03,VC01,5,chemical
3617,VC03,VC02,2,chemical
3618,VC04,AVHR,1,chemical
3619,VC04,AVBR,1,chemical
3620,VC04,VC03,1,chemical
3621,VC04,VC05,2,chemical
3622,VC05,AVFL,2,chemical
3623,VC05,AVFR,1,chemical
3624,VC05,DVC,3,chemical
3625,VC05,PVR,1,chemical
3626,VC05,PVT,1,chemical
3627,VC05,HSNL,1,chemical
3628,VC05,HSNR,3,chemical
3629,VC05,VC04,4,chemical
3630,VC05,VC05,6,chemical
3631,VC06,AVG,1,chemical
3632,VC06,AVL,2,chemical
3633,VC06,PVNR,2,chemical
3634,VC06,DD06,2,chemical
3635,VC06,VD11,5,chemical
3636,VC06,VD12,3,chemical
3637,I1L,I2L,2,electrical
3638,I1L,M3L,2,electrical
3639,I1L,MCR,1,electrical
3640,I1L,NSML,3,electrical
3641,I1L,RIPL,2,electrical
3642,I1R,I2R,1,electrical
3643,I1R,I3,1,electrical
3644,I1R,MCR,4,electrical
3645,I1R,NSMR,2,electrical
3646,I1R,RIPR,2,electrical
3647,I2L,I1L,2,electrical
3648,I2L,I4,1,electrical
3649,I2L,M2L,1,electrical
3650,I2R,I1R,1,electrical
3651,I2R,M1,1,electrical
3652,I2R,M2R,1,electrical
3653,I2R,MCR,1,electrical
3654,I2R,NSMR,2,electrical
3655,I3,I1R,1,electrical
3656,I3,M1,1,electrical
3657,I3,MI,1,electrical
3658,I4,I2L,1,electrical
3659,I4,M2R,2,electrical
3660,I4,M4,1,electrical
3661,I5,M2L,1,electrical
3662,I5,M2R,1,electrical
3663,I5,M5,1,electrical
3664,I6,M4,5,electrical
3665,M1,I2R,1,electrical
3666,M1,I3,1,electrical
3667,M2L,I2L,1,electrical
3668,M2L,I5,1,electrical
3669,M2L,M4,1,electrical
3670,M2L,MCL,1,electrical
3671,M2R,I2R,1,electrical
3672,M2R,I4,2,electrical
3673,M2R,I5,1,electrical
3674,M2R,M3R,1,electrical
3675,M2R,MCR,11,electrical
3676,M2R,MI,5,electrical
3677,M3L,I1L,2,electrical
3678,M3L,NSMR,1,electrical
3679,M3R,M2R,1,electrical
3680,M3R,NSMR,2,electrical
3681,M4,I4,1,electrical
3682,M4,I6,5,electrical
3683,M4,M2L,1,electrical
3684,M4,M4,1,electrical
3685,M4,M5,2,electrical
3686,M5,I5,1,electrical
3687,M5,M4,2,electrical
3688,M5,M5,1,electrical
3689,MCL,M2L,1,electrical
3690,MCR,I1L,1,electrical
3691,MCR,I1R,4,electrical
3692,MCR,I2R,1,electrical
3693,MCR,M2R,11,electrical
3694,MI,I3,1,electrical
3695,MI,M2R,5,electrical
3696,NSML,I1L,3,electrical
3697,NSML,NSMR,2,electrical
3698,NSMR,I1R,2,electrical
3699,NSMR,I2R,2,electrical
3700,NSMR,M3L,1,electrical
3701,NSMR,M3R,2,electrical
3702,NSMR,NSML,2,electrical
3703,ADFL,ASHL,1,electrical
3704,ADFL,AWCL,1,electrical
3705,ADFL,AFDL,3,electrical
3706,ADFL,AIZL,1,electrical
3707,ADFL,ADAL,5,electrical
3708,ADFL,RIAL,1,electrical
3709,ADFL,URBL,1,electrical
3710,ADFL,RIPL,2,electrical
3711,ADFR,ASGR,1,electrical
3712,ADFR,AWAR,3,electrical
3713,ADFR,AWBR,1,electrical
3714,ADFR,AFDR,5,electrical
3715,ADFR,AIAR,4,electrical
3716,ADFR,ADAR,4,electrical
3717,ADFR,RIH,1,electrical
3718,ADFR,SMBVR,1,electrical
3719,ADFR,SMDVR,2,electrical
3720,ADLL,ADLR,6,electrical
3721,ADLL,AWAL,1,electrical
3722,ADLL,RMGL,3,electrical
3723,ADLL,AVDR,2,electrical
3724,ADLR,ADLL,6,electrical
3725,ADLR,ASGR,1,electrical
3726,ADLR,ASKR,1,electrical
3727,ASEL,ASGL,3,electrical
3728,ASEL,AWCL,1,electrical
3729,ASEL,AWCR,2,electrical
3730,ASEL,AFDL,6,electrical
3731,ASEL,AFDR,2,electrical
3732,ASER,ASGR,3,electrical
3733,ASER,AWBR,1,electrical
3734,ASER,AFDR,1,electrical
3735,ASER,PVQR,1,electrical
3736,ASGL,ASEL,3,electrical
3737,ASGL,AWBL,1,electrical
3738,ASGL,AIZL,3,electrical
3739,ASGL,AIML,1,electrical
3740,ASGL,AINR,1,electrical
3741,ASGL,RIVL,2,electrical
3742,ASGR,ADFR,1,electrical
3743,ASGR,ADLR,1,electrical
3744,ASGR,ASER,3,electrical
3745,ASGR,ASIR,4,electrical
3746,ASGR,AWCR,2,electrical
3747,ASGR,AIAR,3,electrical
3748,ASGR,AIZR,1,electrical
3749,ASGR,AINL,1,electrical
3750,ASHL,ADFL,1,electrical
3751,ASHL,ASHR,7,electrical
3752,ASHL,ASKL,18,electrical
3753,ASHL,AIZL,2,electrical
3754,ASHL,RICL,5,electrical
3755,ASHL,RMGL,3,electrical
3756,ASHR,ASHL,7,electrical
3757,ASHR,ASKR,2,electrical
3758,ASHR,AFDR,4,electrical
3759,ASHR,AIAR,1,electrical
3760,ASHR,AIZR,6,electrical
3761,ASHR,ADAR,3,electrical
3762,ASHR,RICR,4,electrical
3763,ASHR,RMGR,3,electrical
3764,ASHR,AVHL,2,electrical
3765,ASHR,AVAR,2,electrical
3766,ASHR,AVER,1,electrical
3767,ASIL,AIAL,1,electrical
3768,ASIL,AINR,1,electrical
3769,ASIR,ASGR,4,electrical
3770,ASIR,AIAL,2,electrical
3771,ASIR,AIAR,3,electrical
3772,ASIR,AIYR,1,electrical
3773,ASJL,ASJR,7,electrical
3774,ASJL,IL2L,1,electrical
3775,ASJL,AIAL,1,electrical
3776,ASJL,ALA,2,electrical
3777,ASJL,PVQL,1,electrical
3778,ASJL,RIVL,1,electrical
3779,ASJR,ASJL,7,electrical
3780,ASJR,AIMR,1,electrical
3781,ASJR,PVQR,5,electrical
3782,ASKL,ASHL,18,electrical
3783,ASKL,ASKR,9,electrical
3784,ASKL,AIAL,2,electrical
3785,ASKL,AIBL,1,electrical
3786,ASKL,AVHL,8,electrical
3787,ASKL,PVQL,8,electrical
3788,ASKL,HSNL,1,electrical
3789,ASKR,ADLR,1,electrical
3790,ASKR,ASHR,2,electrical
3791,ASKR,ASKL,9,electrical
3792,ASKR,ASKR,2,electrical
3793,ASKR,AIAR,1,electrical
3794,ASKR,AIBR,3,electrical
3795,ASKR,ALA,1,electrical
3796,ASKR,RMGR,1,electrical
3797,ASKR,AVHR,10,electrical
3798,ASKR,PVQR,25,electrical
3799,ASKR,HSNR,3,electrical
3800,AWAL,ADLL,1,electrical
3801,AWAL,AWAR,2,electrical
3802,AWAL,AIZL,3,electrical
3803,AWAR,ADFR,3,electrical
3804,AWAR,AWAL,2,electrical
3805,AWAR,AIAR,3,electrical
3806,AWAR,AIZR,3,electrical
3807,AWBL,ASGL,1,electrical
3808,AWBL,AWBR,3,electrical
3809,AWBL,AUAL,4,electrical
3810,AWBL,AIAL,1,electrical
3811,AWBL,RMGL,1,electrical
3812,AWBR,ADFR,1,electrical
3813,AWBR,ASER,1,electrical
3814,AWBR,AWBL,3,electrical
3815,AWBR,AUAR,3,electrical
3816,AWBR,RICL,4,electrical
3817,AWBR,RMGR,1,electrical
3818,AWCL,ADFL,1,electrical
3819,AWCL,ASEL,1,electrical
3820,AWCL,AUAL,1,electrical
3821,AWCR,ASEL,2,electrical
3822,AWCR,ASGR,2,electrical
3823,AWCR,AFDR,3,electrical
3824,AWCR,AIAL,1,electrical
